👮🏻‍♂	People & Body	man police officer: light skin tone	apprehend | arrest | citation | cop | law | light skin tone | man | officer | over | police | pulled | undercover
👮🏼‍♂️	People & Body	man police officer: medium-light skin tone	
👮🏼‍♂	People & Body	man police officer: medium-light skin tone	apprehend | arrest | citation | cop | law | man | medium-light skin tone | officer | over | police | pulled | undercover
👮🏽‍♂️	People & Body	man police officer: medium skin tone	
👮🏽‍♂	People & Body	man police officer: medium skin tone	apprehend | arrest | citation | cop | law | man | medium skin tone | officer | over | police | pulled | undercover
👮🏾‍♂️	People & Body	man police officer: medium-dark skin tone	
👮🏾‍♂	People & Body	man police officer: medium-dark skin tone	apprehend | arrest | citation | cop | law | man | medium-dark skin tone | officer | over | police | pulled | undercover
👮🏿‍♂️	People & Body	man police officer: dark skin tone	
👮🏿‍♂	People & Body	man police officer: dark skin tone	apprehend | arrest | citation | cop | dark skin tone | law | man | officer | over | police | pulled | undercover
👮‍♀️	People & Body	woman police officer	
👮‍♀	People & Body	woman police officer	apprehend | arrest | citation | cop | law | officer | over | police | pulled | undercover | woman
👮🏻‍♀️	People & Body	woman police officer: light skin tone	
👮🏻‍♀	People & Body	woman police officer: light skin tone	apprehend | arrest | citation | cop | law | light skin tone | officer | over | police | pulled | undercover | woman
👮🏼‍♀️	People & Body	woman police officer: medium-light skin tone	
👮🏼‍♀	People & Body	woman police officer: medium-light skin tone	apprehend | arrest | citation | cop | law | medium-light skin tone | officer | over | police | pulled | undercover | woman
👮🏽‍♀️	People & Body	woman police officer: medium skin tone	
👮🏽‍♀	People & Body	woman police officer: medium skin tone	apprehend | arrest | citation | cop | law | medium skin tone | officer | over | police | pulled | undercover | woman
👮🏾‍♀️	People & Body	woman police officer: medium-dark skin tone	
👮🏾‍♀	People & Body	woman police officer: medium-dark skin tone	apprehend | arrest | citation | cop | law | medium-dark skin tone | officer | over | police | pulled | undercover | woman
👮🏿‍♀️	People & Body	woman police officer: dark skin tone	
👮🏿‍♀	People & Body	woman police officer: dark skin tone	apprehend | arrest | citation | cop | dark skin tone | law | officer | over | police | pulled | undercover | woman
🕵️	People & Body	detective	
🕵	People & Body	detective	detective | sleuth | spy | investigator | private eye
🕵🏻	People & Body	detective: light skin tone	detective | light skin tone | sleuth | spy | investigator | private eye
🕵🏼	People & Body	detective: medium-light skin tone	detective | medium-light skin tone | sleuth | spy | investigator | private eye
🕵🏽	People & Body	detective: medium skin tone	detective | medium skin tone | sleuth | spy | investigator | private eye
🕵🏾	People & Body	detective: medium-dark skin tone	detective | medium-dark skin tone | sleuth | spy | investigator | private eye
🕵🏿	People & Body	detective: dark skin tone	dark skin tone | detective | sleuth | spy | investigator | private eye
🕵️‍♂️	People & Body	man detective	
🕵‍♂️	People & Body	man detective	
🕵️‍♂	People & Body	man detective	
🕵‍♂	People & Body	man detective	detective | man | sleuth | spy | investigator
🕵🏻‍♂️	People & Body	man detective: light skin tone	
🕵🏻‍♂	People & Body	man detective: light skin tone	detective | light skin tone | man | sleuth | spy | investigator
🕵🏼‍♂️	People & Body	man detective: medium-light skin tone	
🕵🏼‍♂	People & Body	man detective: medium-light skin tone	detective | man | medium-light skin tone | sleuth | spy | investigator
🕵🏽‍♂️	People & Body	man detective: medium skin tone	
🕵🏽‍♂	People & Body	man detective: medium skin tone	detective | man | medium skin tone | sleuth | spy | investigator
🕵🏾‍♂️	People & Body	man detective: medium-dark skin tone	
🕵🏾‍♂	People & Body	man detective: medium-dark skin tone	detective | man | medium-dark skin tone | sleuth | spy | investigator
🕵🏿‍♂️	People & Body	man detective: dark skin tone	
🕵🏿‍♂	People & Body	man detective: dark skin tone	dark skin tone | detective | man | sleuth | spy | investigator
🕵️‍♀️	People & Body	woman detective	
🕵‍♀️	People & Body	woman detective	
🕵️‍♀	People & Body	woman detective	
🕵‍♀	People & Body	woman detective	detective | sleuth | spy | woman | investigator
🕵🏻‍♀️	People & Body	woman detective: light skin tone	
🕵🏻‍♀	People & Body	woman detective: light skin tone	detective | light skin tone | sleuth | spy | woman | investigator
🕵🏼‍♀️	People & Body	woman detective: medium-light skin tone	
🕵🏼‍♀	People & Body	woman detective: medium-light skin tone	detective | medium-light skin tone | sleuth | spy | woman | investigator
🕵🏽‍♀️	People & Body	woman detective: medium skin tone	
🕵🏽‍♀	People & Body	woman detective: medium skin tone	detective | medium skin tone | sleuth | spy | woman | investigator
🕵🏾‍♀️	People & Body	woman detective: medium-dark skin tone	
🕵🏾‍♀	People & Body	woman detective: medium-dark skin tone	detective | medium-dark skin tone | sleuth | spy | woman | investigator
🕵🏿‍♀️	People & Body	woman detective: dark skin tone	
🕵🏿‍♀	People & Body	woman detective: dark skin tone	dark skin tone | detective | sleuth | spy | woman | investigator
💂	People & Body	guard	buckingham | guard | helmet | london | palace
💂🏻	People & Body	guard: light skin tone	buckingham | guard | helmet | light skin tone | london | palace
💂🏼	People & Body	guard: medium-light skin tone	buckingham | guard | helmet | london | medium-light skin tone | palace
💂🏽	People & Body	guard: medium skin tone	buckingham | guard | helmet | london | medium skin tone | palace
💂🏾	People & Body	guard: medium-dark skin tone	buckingham | guard | helmet | london | medium-dark skin tone | palace
💂🏿	People & Body	guard: dark skin tone	buckingham | dark skin tone | guard | helmet | london | palace
💂‍♂️	People & Body	man guard	
💂‍♂	People & Body	man guard	buckingham | guard | helmet | london | man | palace
💂🏻‍♂️	People & Body	man guard: light skin tone	
💂🏻‍♂	People & Body	man guard: light skin tone	buckingham | guard | helmet | light skin tone | london | man | palace
💂🏼‍♂️	People & Body	man guard: medium-light skin tone	
💂🏼‍♂	People & Body	man guard: medium-light skin tone	buckingham | guard | helmet | london | man | medium-light skin tone | palace
💂🏽‍♂️	People & Body	man guard: medium skin tone	
💂🏽‍♂	People & Body	man guard: medium skin tone	buckingham | guard | helmet | london | man | medium skin tone | palace
💂🏾‍♂️	People & Body	man guard: medium-dark skin tone	
💂🏾‍♂	People & Body	man guard: medium-dark skin tone	buckingham | guard | helmet | london | man | medium-dark skin tone | palace
💂🏿‍♂️	People & Body	man guard: dark skin tone	
💂🏿‍♂	People & Body	man guard: dark skin tone	buckingham | dark skin tone | guard | helmet | london | man | palace
💂‍♀️	People & Body	woman guard	
💂‍♀	People & Body	woman guard	buckingham | guard | helmet | london | palace | woman
💂🏻‍♀️	People & Body	woman guard: light skin tone	
💂🏻‍♀	People & Body	woman guard: light skin tone	buckingham | guard | helmet | light skin tone | london | palace | woman
💂🏼‍♀️	People & Body	woman guard: medium-light skin tone	
💂🏼‍♀	People & Body	woman guard: medium-light skin tone	buckingham | guard | helmet | london | medium-light skin tone | palace | woman
💂🏽‍♀️	People & Body	woman guard: medium skin tone	
💂🏽‍♀	People & Body	woman guard: medium skin tone	buckingham | guard | helmet | london | medium skin tone | palace | woman
💂🏾‍♀️	People & Body	woman guard: medium-dark skin tone	
💂🏾‍♀	People & Body	woman guard: medium-dark skin tone	buckingham | guard | helmet | london | medium-dark skin tone | palace | woman
💂🏿‍♀️	People & Body	woman guard: dark skin tone	
💂🏿‍♀	People & Body	woman guard: dark skin tone	buckingham | dark skin tone | guard | helmet | london | palace | woman
🥷	People & Body	ninja	assassin | fight | fighter | hidden | ninja | person | secret | skills | sly | soldier | stealth | war
🥷🏻	People & Body	ninja: light skin tone	assassin | fight | fighter | hidden | light skin tone | ninja | person | secret | skills | sly | soldier | stealth | war
🥷🏼	People & Body	ninja: medium-light skin tone	assassin | fight | fighter | hidden | medium-light skin tone | ninja | person | secret | skills | sly | soldier | stealth | war
🥷🏽	People & Body	ninja: medium skin tone	assassin | fight | fighter | hidden | medium skin tone | ninja | person | secret | skills | sly | soldier | stealth | war
🥷🏾	People & Body	ninja: medium-dark skin tone	assassin | fight | fighter | hidden | medium-dark skin tone | ninja | person | secret | skills | sly | soldier | stealth | war
🥷🏿	People & Body	ninja: dark skin tone	assassin | dark skin tone | fight | fighter | hidden | ninja | person | secret | skills | sly | soldier | stealth | war
👷	People & Body	construction worker	build | construction | fix | hardhat | hat | man | person | rebuild | remodel | repair | work | worker | hard hat
👷🏻	People & Body	construction worker: light skin tone	build | construction | fix | hardhat | hat | light skin tone | man | person | rebuild | remodel | repair | work | worker | hard hat
👷🏼	People & Body	construction worker: medium-light skin tone	build | construction | fix | hardhat | hat | man | medium-light skin tone | person | rebuild | remodel | repair | work | worker | hard hat
👷🏽	People & Body	construction worker: medium skin tone	build | construction | fix | hardhat | hat | man | medium skin tone | person | rebuild | remodel | repair | work | worker | hard hat
👷🏾	People & Body	construction worker: medium-dark skin tone	build | construction | fix | hardhat | hat | man | medium-dark skin tone | person | rebuild | remodel | repair | work | worker | hard hat
👷🏿	People & Body	construction worker: dark skin tone	build | construction | dark skin tone | fix | hardhat | hat | man | person | rebuild | remodel | repair | work | worker | hard hat
👷‍♂️	People & Body	man construction worker	
👷‍♂	People & Body	man construction worker	build | construction | fix | hardhat | hat | man | rebuild | remodel | repair | work | worker | hard hat
👷🏻‍♂️	People & Body	man construction worker: light skin tone	
👷🏻‍♂	People & Body	man construction worker: light skin tone	build | construction | fix | hardhat | hat | light skin tone | man | rebuild | remodel | repair | work | worker | hard hat
👷🏼‍♂️	People & Body	man construction worker: medium-light skin tone	
👷🏼‍♂	People & Body	man construction worker: medium-light skin tone	build | construction | fix | hardhat | hat | man | medium-light skin tone | rebuild | remodel | repair | work | worker | hard hat
👷🏽‍♂️	People & Body	man construction worker: medium skin tone	
👷🏽‍♂	People & Body	man construction worker: medium skin tone	build | construction | fix | hardhat | hat | man | medium skin tone | rebuild | remodel | repair | work | worker | hard hat
👷🏾‍♂️	People & Body	man construction worker: medium-dark skin tone	
👷🏾‍♂	People & Body	man construction worker: medium-dark skin tone	build | construction | fix | hardhat | hat | man | medium-dark skin tone | rebuild | remodel | repair | work | worker | hard hat
👷🏿‍♂️	People & Body	man construction worker: dark skin tone	
👷🏿‍♂	People & Body	man construction worker: dark skin tone	build | construction | dark skin tone | fix | hardhat | hat | man | rebuild | remodel | repair | work | worker | hard hat
👷‍♀️	People & Body	woman construction worker	
👷‍♀	People & Body	woman construction worker	build | construction | fix | hardhat | hat | man | rebuild | remodel | repair | woman | work | worker | hard hat
👷🏻‍♀️	People & Body	woman construction worker: light skin tone	
👷🏻‍♀	People & Body	woman construction worker: light skin tone	build | construction | fix | hardhat | hat | light skin tone | man | rebuild | remodel | repair | woman | work | worker | hard hat
👷🏼‍♀️	People & Body	woman construction worker: medium-light skin tone	
👷🏼‍♀	People & Body	woman construction worker: medium-light skin tone	build | construction | fix | hardhat | hat | man | medium-light skin tone | rebuild | remodel | repair | woman | work | worker | hard hat
👷🏽‍♀️	People & Body	woman construction worker: medium skin tone	
👷🏽‍♀	People & Body	woman construction worker: medium skin tone	build | construction | fix | hardhat | hat | man | medium skin tone | rebuild | remodel | repair | woman | work | worker | hard hat
👷🏾‍♀️	People & Body	woman construction worker: medium-dark skin tone	
👷🏾‍♀	People & Body	woman construction worker: medium-dark skin tone	build | construction | fix | hardhat | hat | man | medium-dark skin tone | rebuild | remodel | repair | woman | work | worker | hard hat
👷🏿‍♀️	People & Body	woman construction worker: dark skin tone	
👷🏿‍♀	People & Body	woman construction worker: dark skin tone	build | construction | dark skin tone | fix | hardhat | hat | man | rebuild | remodel | repair | woman | work | worker | hard hat
🫅	People & Body	person with crown	crown | monarch | noble | person | regal | royal | royalty | king | person with crown | queen
🫅🏻	People & Body	person with crown: light skin tone	crown | light skin tone | monarch | noble | person | regal | royal | royalty | king | person with crown | queen
🫅🏼	People & Body	person with crown: medium-light skin tone	crown | medium-light skin tone | monarch | noble | person | regal | royal | royalty | king | person with crown | queen
🫅🏽	People & Body	person with crown: medium skin tone	crown | medium skin tone | monarch | noble | person | regal | royal | royalty | king | person with crown | queen
🫅🏾	People & Body	person with crown: medium-dark skin tone	crown | medium-dark skin tone | monarch | noble | person | regal | royal | royalty | king | person with crown | queen
🫅🏿	People & Body	person with crown: dark skin tone	crown | dark skin tone | monarch | noble | person | regal | royal | royalty | king | person with crown | queen
🤴	People & Body	prince	crown | fairy | fairytale | fantasy | king | prince | royal | royalty | tale | fairy tale
🤴🏻	People & Body	prince: light skin tone	crown | fairy | fairytale | fantasy | king | light skin tone | prince | royal | royalty | tale | fairy tale
🤴🏼	People & Body	prince: medium-light skin tone	crown | fairy | fairytale | fantasy | king | medium-light skin tone | prince | royal | royalty | tale | fairy tale
🤴🏽	People & Body	prince: medium skin tone	crown | fairy | fairytale | fantasy | king | medium skin tone | prince | royal | royalty | tale | fairy tale
🤴🏾	People & Body	prince: medium-dark skin tone	crown | fairy | fairytale | fantasy | king | medium-dark skin tone | prince | royal | royalty | tale | fairy tale
🤴🏿	People & Body	prince: dark skin tone	crown | dark skin tone | fairy | fairytale | fantasy | king | prince | royal | royalty | tale | fairy tale
👸	People & Body	princess	crown | fairy | fairytale | fantasy | princess | queen | royal | royalty | tale
👸🏻	People & Body	princess: light skin tone	crown | fairy | fairytale | fantasy | light skin tone | princess | queen | royal | royalty | tale
👸🏼	People & Body	princess: medium-light skin tone	crown | fairy | fairytale | fantasy | medium-light skin tone | princess | queen | royal | royalty | tale
👸🏽	People & Body	princess: medium skin tone	crown | fairy | fairytale | fantasy | medium skin tone | princess | queen | royal | royalty | tale
👸🏾	People & Body	princess: medium-dark skin tone	crown | fairy | fairytale | fantasy | medium-dark skin tone | princess | queen | royal | royalty | tale
👸🏿	People & Body	princess: dark skin tone	crown | dark skin tone | fairy | fairytale | fantasy | princess | queen | royal | royalty | tale
👳	People & Body	person wearing turban	person | turban | wearing
👳🏻	People & Body	person wearing turban: light skin tone	light skin tone | person | turban | wearing
👳🏼	People & Body	person wearing turban: medium-light skin tone	medium-light skin tone | person | turban | wearing
👳🏽	People & Body	person wearing turban: medium skin tone	medium skin tone | person | turban | wearing
👳🏾	People & Body	person wearing turban: medium-dark skin tone	medium-dark skin tone | person | turban | wearing
👳🏿	People & Body	person wearing turban: dark skin tone	dark skin tone | person | turban | wearing
👳‍♂️	People & Body	man wearing turban	
👳‍♂	People & Body	man wearing turban	man | turban | wearing
👳🏻‍♂️	People & Body	man wearing turban: light skin tone	
👳🏻‍♂	People & Body	man wearing turban: light skin tone	light skin tone | man | turban | wearing
👳🏼‍♂️	People & Body	man wearing turban: medium-light skin tone	
👳🏼‍♂	People & Body	man wearing turban: medium-light skin tone	man | medium-light skin tone | turban | wearing
👳🏽‍♂️	People & Body	man wearing turban: medium skin tone	
👳🏽‍♂	People & Body	man wearing turban: medium skin tone	man | medium skin tone | turban | wearing
👳🏾‍♂️	People & Body	man wearing turban: medium-dark skin tone	
👳🏾‍♂	People & Body	man wearing turban: medium-dark skin tone	man | medium-dark skin tone | turban | wearing
👳🏿‍♂️	People & Body	man wearing turban: dark skin tone	
👳🏿‍♂	People & Body	man wearing turban: dark skin tone	dark skin tone | man | turban | wearing
👳‍♀️	People & Body	woman wearing turban	
👳‍♀	People & Body	woman wearing turban	turban | wearing | woman
👳🏻‍♀️	People & Body	woman wearing turban: light skin tone	
👳🏻‍♀	People & Body	woman wearing turban: light skin tone	light skin tone | turban | wearing | woman
👳🏼‍♀️	People & Body	woman wearing turban: medium-light skin tone	
👳🏼‍♀	People & Body	woman wearing turban: medium-light skin tone	medium-light skin tone | turban | wearing | woman
👳🏽‍♀️	People & Body	woman wearing turban: medium skin tone	
👳🏽‍♀	People & Body	woman wearing turban: medium skin tone	medium skin tone | turban | wearing | woman
👳🏾‍♀️	People & Body	woman wearing turban: medium-dark skin tone	
👳🏾‍♀	People & Body	woman wearing turban: medium-dark skin tone	medium-dark skin tone | turban | wearing | woman
👳🏿‍♀️	People & Body	woman wearing turban: dark skin tone	
👳🏿‍♀	People & Body	woman wearing turban: dark skin tone	dark skin tone | turban | wearing | woman
👲	People & Body	person with skullcap	cap | chinese | gua | guapi | hat | mao | person | pi | skullcap
👲🏻	People & Body	person with skullcap: light skin tone	cap | chinese | gua | guapi | hat | light skin tone | mao | person | pi | skullcap
👲🏼	People & Body	person with skullcap: medium-light skin tone	cap | chinese | gua | guapi | hat | mao | medium-light skin tone | person | pi | skullcap
👲🏽	People & Body	person with skullcap: medium skin tone	cap | chinese | gua | guapi | hat | mao | medium skin tone | person | pi | skullcap
👲🏾	People & Body	person with skullcap: medium-dark skin tone	cap | chinese | gua | guapi | hat | mao | medium-dark skin tone | person | pi | skullcap
👲🏿	People & Body	person with skullcap: dark skin tone	cap | chinese | dark skin tone | gua | guapi | hat | mao | person | pi | skullcap
🧕	People & Body	woman with headscarf	bandana | head | headscarf | hijab | kerchief | mantilla | tichel | woman
🧕🏻	People & Body	woman with headscarf: light skin tone	bandana | head | headscarf | hijab | kerchief | light skin tone | mantilla | tichel | woman
🧕🏼	People & Body	woman with headscarf: medium-light skin tone	bandana | head | headscarf | hijab | kerchief | mantilla | medium-light skin tone | tichel | woman
🧕🏽	People & Body	woman with headscarf: medium skin tone	bandana | head | headscarf | hijab | kerchief | mantilla | medium skin tone | tichel | woman
🧕🏾	People & Body	woman with headscarf: medium-dark skin tone	bandana | head | headscarf | hijab | kerchief | mantilla | medium-dark skin tone | tichel | woman
🧕🏿	People & Body	woman with headscarf: dark skin tone	bandana | dark skin tone | head | headscarf | hijab | kerchief | mantilla | tichel | woman
🤵	People & Body	person in tuxedo	formal | person | tuxedo | wedding | groom | person in tux | person in tuxedo
🤵🏻	People & Body	person in tuxedo: light skin tone	formal | light skin tone | person | tuxedo | wedding | groom | person in tux | person in tuxedo
🤵🏼	People & Body	person in tuxedo: medium-light skin tone	formal | medium-light skin tone | person | tuxedo | wedding | groom | person in tux | person in tuxedo
🤵🏽	People & Body	person in tuxedo: medium skin tone	formal | medium skin tone | person | tuxedo | wedding | groom | person in tux | person in tuxedo
🤵🏾	People & Body	person in tuxedo: medium-dark skin tone	formal | medium-dark skin tone | person | tuxedo | wedding | groom | person in tux | person in tuxedo
🤵🏿	People & Body	person in tuxedo: dark skin tone	dark skin tone | formal | person | tuxedo | wedding | groom | person in tux | person in tuxedo
🤵‍♂️	People & Body	man in tuxedo	
🤵‍♂	People & Body	man in tuxedo	formal | groom | man | tuxedo | wedding | man in tux | man in tuxedo | tux
🤵🏻‍♂️	People & Body	man in tuxedo: light skin tone	
🤵🏻‍♂	People & Body	man in tuxedo: light skin tone	formal | groom | light skin tone | man | tuxedo | wedding | man in tux | man in tuxedo | tux
🤵🏼‍♂️	People & Body	man in tuxedo: medium-light skin tone	
🤵🏼‍♂	People & Body	man in tuxedo: medium-light skin tone	formal | groom | man | medium-light skin tone | tuxedo | wedding | man in tux | man in tuxedo | tux
🤵🏽‍♂️	People & Body	man in tuxedo: medium skin tone	
🤵🏽‍♂	People & Body	man in tuxedo: medium skin tone	formal | groom | man | medium skin tone | tuxedo | wedding | man in tux | man in tuxedo | tux
🤵🏾‍♂️	People & Body	man in tuxedo: medium-dark skin tone	
🤵🏾‍♂	People & Body	man in tuxedo: medium-dark skin tone	formal | groom | man | medium-dark skin tone | tuxedo | wedding | man in tux | man in tuxedo | tux
🤵🏿‍♂️	People & Body	man in tuxedo: dark skin tone	
🤵🏿‍♂	People & Body	man in tuxedo: dark skin tone	dark skin tone | formal | groom | man | tuxedo | wedding | man in tux | man in tuxedo | tux
🤵‍♀️	People & Body	woman in tuxedo	
🤵‍♀	People & Body	woman in tuxedo	formal | tuxedo | wedding | woman | woman in tux | woman in tuxedo
🤵🏻‍♀️	People & Body	woman in tuxedo: light skin tone	
🤵🏻‍♀	People & Body	woman in tuxedo: light skin tone	formal | light skin tone | tuxedo | wedding | woman | woman in tux | woman in tuxedo
🤵🏼‍♀️	People & Body	woman in tuxedo: medium-light skin tone	
🤵🏼‍♀	People & Body	woman in tuxedo: medium-light skin tone	formal | medium-light skin tone | tuxedo | wedding | woman | woman in tux | woman in tuxedo
🤵🏽‍♀️	People & Body	woman in tuxedo: medium skin tone	
🤵🏽‍♀	People & Body	woman in tuxedo: medium skin tone	formal | medium skin tone | tuxedo | wedding | woman | woman in tux | woman in tuxedo
🤵🏾‍♀️	People & Body	woman in tuxedo: medium-dark skin tone	
🤵🏾‍♀	People & Body	woman in tuxedo: medium-dark skin tone	formal | medium-dark skin tone | tuxedo | wedding | woman | woman in tux | woman in tuxedo
🤵🏿‍♀️	People & Body	woman in tuxedo: dark skin tone	
🤵🏿‍♀	People & Body	woman in tuxedo: dark skin tone	dark skin tone | formal | tuxedo | wedding | woman | woman in tux | woman in tuxedo
👰	People & Body	person with veil	person | veil | wedding
👰🏻	People & Body	person with veil: light skin tone	light skin tone | person | veil | wedding
👰🏼	People & Body	person with veil: medium-light skin tone	medium-light skin tone | person | veil | wedding
👰🏽	People & Body	person with veil: medium skin tone	medium skin tone | person | veil | wedding
👰🏾	People & Body	person with veil: medium-dark skin tone	medium-dark skin tone | person | veil | wedding
👰🏿	People & Body	person with veil: dark skin tone	dark skin tone | person | veil | wedding
👰‍♂️	People & Body	man with veil	
👰‍♂	People & Body	man with veil	man | veil | wedding
👰🏻‍♂️	People & Body	man with veil: light skin tone	
👰🏻‍♂	People & Body	man with veil: light skin tone	light skin tone | man | veil | wedding
👰🏼‍♂️	People & Body	man with veil: medium-light skin tone	
👰🏼‍♂	People & Body	man with veil: medium-light skin tone	man | medium-light skin tone | veil | wedding
👰🏽‍♂️	People & Body	man with veil: medium skin tone	
👰🏽‍♂	People & Body	man with veil: medium skin tone	man | medium skin tone | veil | wedding
👰🏾‍♂️	People & Body	man with veil: medium-dark skin tone	
👰🏾‍♂	People & Body	man with veil: medium-dark skin tone	man | medium-dark skin tone | veil | wedding
👰🏿‍♂️	People & Body	man with veil: dark skin tone	
👰🏿‍♂	People & Body	man with veil: dark skin tone	dark skin tone | man | veil | wedding
👰‍♀️	People & Body	woman with veil	
👰‍♀	People & Body	woman with veil	bride | veil | wedding | woman | woman with veil
👰🏻‍♀️	People & Body	woman with veil: light skin tone	
👰🏻‍♀	People & Body	woman with veil: light skin tone	bride | light skin tone | veil | wedding | woman | woman with veil
👰🏼‍♀️	People & Body	woman with veil: medium-light skin tone	
👰🏼‍♀	People & Body	woman with veil: medium-light skin tone	bride | medium-light skin tone | veil | wedding | woman | woman with veil
👰🏽‍♀️	People & Body	woman with veil: medium skin tone	
👰🏽‍♀	People & Body	woman with veil: medium skin tone	bride | medium skin tone | veil | wedding | woman | woman with veil
👰🏾‍♀️	People & Body	woman with veil: medium-dark skin tone	
👰🏾‍♀	People & Body	woman with veil: medium-dark skin tone	bride | medium-dark skin tone | veil | wedding | woman | woman with veil
👰🏿‍♀️	People & Body	woman with veil: dark skin tone	
👰🏿‍♀	People & Body	woman with veil: dark skin tone	bride | dark skin tone | veil | wedding | woman | woman with veil
🤰	People & Body	pregnant woman	pregnant | woman
🤰🏻	People & Body	pregnant woman: light skin tone	light skin tone | pregnant | woman
🤰🏼	People & Body	pregnant woman: medium-light skin tone	medium-light skin tone | pregnant | woman
🤰🏽	People & Body	pregnant woman: medium skin tone	medium skin tone | pregnant | woman
🤰🏾	People & Body	pregnant woman: medium-dark skin tone	medium-dark skin tone | pregnant | woman
🤰🏿	People & Body	pregnant woman: dark skin tone	dark skin tone | pregnant | woman
🫃	People & Body	pregnant man	belly | bloated | full | man | overeat | pregnant
🫃🏻	People & Body	pregnant man: light skin tone	belly | bloated | full | light skin tone | man | overeat | pregnant
🫃🏼	People & Body	pregnant man: medium-light skin tone	belly | bloated | full | man | medium-light skin tone | overeat | pregnant
🫃🏽	People & Body	pregnant man: medium skin tone	belly | bloated | full | man | medium skin tone | overeat | pregnant
🫃🏾	People & Body	pregnant man: medium-dark skin tone	belly | bloated | full | man | medium-dark skin tone | overeat | pregnant
🫃🏿	People & Body	pregnant man: dark skin tone	belly | bloated | dark skin tone | full | man | overeat | pregnant
🫄	People & Body	pregnant person	belly | bloated | full | overeat | person | pregnant | stuffed
🫄🏻	People & Body	pregnant person: light skin tone	belly | bloated | full | light skin tone | overeat | person | pregnant | stuffed
🫄🏼	People & Body	pregnant person: medium-light skin tone	belly | bloated | full | medium-light skin tone | overeat | person | pregnant | stuffed
🫄🏽	People & Body	pregnant person: medium skin tone	belly | bloated | full | medium skin tone | overeat | person | pregnant | stuffed
🫄🏾	People & Body	pregnant person: medium-dark skin tone	belly | bloated | full | medium-dark skin tone | overeat | person | pregnant | stuffed
🫄🏿	People & Body	pregnant person: dark skin tone	belly | bloated | dark skin tone | full | overeat | person | pregnant | stuffed
🤱	People & Body	breast-feeding	baby | breast | breast-feeding | feeding | mom | mother | nursing | woman
🤱🏻	People & Body	breast-feeding: light skin tone	baby | breast | breast-feeding | feeding | light skin tone | mom | mother | nursing | woman
🤱🏼	People & Body	breast-feeding: medium-light skin tone	baby | breast | breast-feeding | feeding | medium-light skin tone | mom | mother | nursing | woman
🤱🏽	People & Body	breast-feeding: medium skin tone	baby | breast | breast-feeding | feeding | medium skin tone | mom | mother | nursing | woman
🤱🏾	People & Body	breast-feeding: medium-dark skin tone	baby | breast | breast-feeding | feeding | medium-dark skin tone | mom | mother | nursing | woman
🤱🏿	People & Body	breast-feeding: dark skin tone	baby | breast | breast-feeding | dark skin tone | feeding | mom | mother | nursing | woman
👩‍🍼	People & Body	woman feeding baby	baby | feed | feeding | mom | mother | nanny | newborn | nursing | woman
👩🏻‍🍼	People & Body	woman feeding baby: light skin tone	baby | feed | feeding | light skin tone | mom | mother | nanny | newborn | nursing | woman
👩🏼‍🍼	People & Body	woman feeding baby: medium-light skin tone	baby | feed | feeding | medium-light skin tone | mom | mother | nanny | newborn | nursing | woman
👩🏽‍🍼	People & Body	woman feeding baby: medium skin tone	baby | feed | feeding | medium skin tone | mom | mother | nanny | newborn | nursing | woman
👩🏾‍🍼	People & Body	woman feeding baby: medium-dark skin tone	baby | feed | feeding | medium-dark skin tone | mom | mother | nanny | newborn | nursing | woman
👩🏿‍🍼	People & Body	woman feeding baby: dark skin tone	baby | dark skin tone | feed | feeding | mom | mother | nanny | newborn | nursing | woman
👨‍🍼	People & Body	man feeding baby	baby | dad | father | feed | feeding | man | nanny | newborn | nursing
👨🏻‍🍼	People & Body	man feeding baby: light skin tone	baby | dad | father | feed | feeding | light skin tone | man | nanny | newborn | nursing
👨🏼‍🍼	People & Body	man feeding baby: medium-light skin tone	baby | dad | father | feed | feeding | man | medium-light skin tone | nanny | newborn | nursing
👨🏽‍🍼	People & Body	man feeding baby: medium skin tone	baby | dad | father | feed | feeding | man | medium skin tone | nanny | newborn | nursing
👨🏾‍🍼	People & Body	man feeding baby: medium-dark skin tone	baby | dad | father | feed | feeding | man | medium-dark skin tone | nanny | newborn | nursing
👨🏿‍🍼	People & Body	man feeding baby: dark skin tone	baby | dad | dark skin tone | father | feed | feeding | man | nanny | newborn | nursing
🧑‍🍼	People & Body	person feeding baby	baby | feed | feeding | nanny | newborn | nursing | parent
🧑🏻‍🍼	People & Body	person feeding baby: light skin tone	baby | feed | feeding | light skin tone | nanny | newborn | nursing | parent
🧑🏼‍🍼	People & Body	person feeding baby: medium-light skin tone	baby | feed | feeding | medium-light skin tone | nanny | newborn | nursing | parent
🧑🏽‍🍼	People & Body	person feeding baby: medium skin tone	baby | feed | feeding | medium skin tone | nanny | newborn | nursing | parent
🧑🏾‍🍼	People & Body	person feeding baby: medium-dark skin tone	baby | feed | feeding | medium-dark skin tone | nanny | newborn | nursing | parent
🧑🏿‍🍼	People & Body	person feeding baby: dark skin tone	baby | dark skin tone | feed | feeding | nanny | newborn | nursing | parent
👼	People & Body	baby angel	angel | baby | church | face | fairy | fairytale | fantasy | tale
👼🏻	People & Body	baby angel: light skin tone	angel | baby | church | face | fairy | fairytale | fantasy | light skin tone | tale
👼🏼	People & Body	baby angel: medium-light skin tone	angel | baby | church | face | fairy | fairytale | fantasy | medium-light skin tone | tale
